"Year","CUMSUM_GDD_DAY_1","CUMSUM_GDD_DAY_2","CUMSUM_GDD_DAY_3","CUMSUM_GDD_DAY_4","CUMSUM_GDD_DAY_5","CUMSUM_GDD_DAY_6","CUMSUM_GDD_DAY_7","CUMSUM_GDD_DAY_8","CUMSUM_GDD_DAY_9","CUMSUM_GDD_DAY_10","CUMSUM_GDD_DAY_11","CUMSUM_GDD_DAY_12","CUMSUM_GDD_DAY_13","CUMSUM_GDD_DAY_14","CUMSUM_GDD_DAY_15","CUMSUM_GDD_DAY_16","CUMSUM_GDD_DAY_17","CUMSUM_GDD_DAY_18","CUMSUM_GDD_DAY_19","CUMSUM_GDD_DAY_20","CUMSUM_GDD_DAY_21","CUMSUM_GDD_DAY_22","CUMSUM_GDD_DAY_23","CUMSUM_GDD_DAY_24","CUMSUM_GDD_DAY_25","CUMSUM_GDD_DAY_26","CUMSUM_GDD_DAY_27","CUMSUM_GDD_DAY_28","CUMSUM_GDD_DAY_29","CUMSUM_GDD_DAY_30","CUMSUM_GDD_DAY_31","CUMSUM_GDD_DAY_32","CUMSUM_GDD_DAY_33","CUMSUM_GDD_DAY_34","CUMSUM_GDD_DAY_35","CUMSUM_GDD_DAY_36","CUMSUM_GDD_DAY_37","CUMSUM_GDD_DAY_38","CUMSUM_GDD_DAY_39","CUMSUM_GDD_DAY_40","CUMSUM_GDD_DAY_41","CUMSUM_GDD_DAY_42","CUMSUM_GDD_DAY_43","CUMSUM_GDD_DAY_44","CUMSUM_GDD_DAY_45","CUMSUM_GDD_DAY_46","CUMSUM_GDD_DAY_47","CUMSUM_GDD_DAY_48","CUMSUM_GDD_DAY_49","CUMSUM_GDD_DAY_50","CUMSUM_GDD_DAY_51","CUMSUM_GDD_DAY_52","CUMSUM_GDD_DAY_53","CUMSUM_GDD_DAY_54","CUMSUM_GDD_DAY_55","CUMSUM_GDD_DAY_56","CUMSUM_GDD_DAY_57","CUMSUM_GDD_DAY_58","CUMSUM_GDD_DAY_59","CUMSUM_GDD_DAY_60","CUMSUM_GDD_DAY_61","CUMSUM_GDD_DAY_62","CUMSUM_GDD_DAY_63","CUMSUM_GDD_DAY_64","CUMSUM_GDD_DAY_65","CUMSUM_GDD_DAY_66","CUMSUM_GDD_DAY_67","CUMSUM_GDD_DAY_68","CUMSUM_GDD_DAY_69","CUMSUM_GDD_DAY_70","CUMSUM_GDD_DAY_71","CUMSUM_GDD_DAY_72","CUMSUM_GDD_DAY_73","CUMSUM_GDD_DAY_74","CUMSUM_GDD_DAY_75","CUMSUM_GDD_DAY_76","CUMSUM_GDD_DAY_77","CUMSUM_GDD_DAY_78","CUMSUM_GDD_DAY_79","CUMSUM_GDD_DAY_80","CUMSUM_GDD_DAY_81","CUMSUM_GDD_DAY_82","CUMSUM_GDD_DAY_83","CUMSUM_GDD_DAY_84","CUMSUM_GDD_DAY_85","CUMSUM_GDD_DAY_86","CUMSUM_GDD_DAY_87","CUMSUM_GDD_DAY_88","CUMSUM_GDD_DAY_89","CUMSUM_GDD_DAY_90","CUMSUM_GDD_DAY_91","CUMSUM_GDD_DAY_92","CUMSUM_GDD_DAY_93","CUMSUM_GDD_DAY_94","CUMSUM_GDD_DAY_95","CUMSUM_GDD_DAY_96","CUMSUM_GDD_DAY_97","CUMSUM_GDD_DAY_98","CUMSUM_GDD_DAY_99","CUMSUM_GDD_DAY_100","CUMSUM_GDD_DAY_101","CUMSUM_GDD_DAY_102","CUMSUM_GDD_DAY_103","CUMSUM_GDD_DAY_104","CUMSUM_GDD_DAY_105","CUMSUM_GDD_DAY_106","CUMSUM_GDD_DAY_107","CUMSUM_GDD_DAY_108","CUMSUM_GDD_DAY_109","CUMSUM_GDD_DAY_110","CUMSUM_GDD_DAY_111","CUMSUM_GDD_DAY_112","CUMSUM_GDD_DAY_113","CUMSUM_GDD_DAY_114","CUMSUM_GDD_DAY_115","CUMSUM_GDD_DAY_116","CUMSUM_GDD_DAY_117","CUMSUM_GDD_DAY_118","CUMSUM_GDD_DAY_119","CUMSUM_GDD_DAY_120","CUMSUM_GDD_DAY_121","CUMSUM_GDD_DAY_122","CUMSUM_GDD_DAY_123","CUMSUM_GDD_DAY_124","CUMSUM_GDD_DAY_125","CUMSUM_GDD_DAY_126","CUMSUM_GDD_DAY_127","CUMSUM_GDD_DAY_128","CUMSUM_GDD_DAY_129","CUMSUM_GDD_DAY_130","CUMSUM_GDD_DAY_131","CUMSUM_GDD_DAY_132","CUMSUM_GDD_DAY_133","CUMSUM_GDD_DAY_134","CUMSUM_GDD_DAY_135","CUMSUM_GDD_DAY_136","last_year_bloom_doy","avg_last_5","sd_last_5","avg_last_10","sd_last_10","bloom_doy","alt","speciesjamasakura","speciesyedoensis","cultivarNoneGiven","cultivarSomeiyoshino","locationkyoto","locationliestal","locationnyc","locationvancouver"
1988,2.2,8.55,11.65,16.2,23.6,27.6,28.25,28.25,28.25,29.35,29.35,29.35,29.35,29.35,30,31.1,31.1,31.45,31.65,31.65,31.85,32.45,32.45,35,39.7,45,48.95,52.3,56.2,56.4,56.4,58.8,61.7,63.95,65.45,69.55,74,74,74.6,76.8,76.95,78.2,78.2,78.2,78.2,78.45,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,81.4,84.05,86.05,91.55,96.05,98.45,99.65,101.55,108.6,116.4,120.7,124.9,128.95,135.1,137.8,139.6,142.65,147.05,150.05,150.4,152.25,155,157.85,161.15,164.35,170.05,175.4,182.55,188.15,190.8,196.8,204.6,208.95,213.05,220.15,232.35,243.35,255.95,269.2,276.45,284.95,293.4,300.25,305.05,309.4,314.8,319.3,324.35,331.75,339.95,352.1,362.35,371.4,380.25,390.6,402.35,415.55,427.65,438,449.65,459.3,470.35,483.2,496.95,510.9,112,110,7.44983221287567,106.7,7.49888880657217,108,350,0,0,1,0,0,1,0,0
1989,0,0,0,0,0,0.7,3.45,5.7,6.7,6.7,8.7,11.8,14.5,15.25,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,17.5,18.2,18.3,18.3,18.3,18.3,18.3,19.4,19.4,20.6,22.1,22.85,26.5,33.95,41.05,43.9,46.65,47.8,49.05,52.65,53.7,54.1,54.4,56.7,59.25,63.55,67.3,73.4,80.8,87.4,89.6,92,96.7,104.4,112.8,118.55,121.45,124.25,132.35,136,136,136.3,138.85,142.2,147.9,150,151.15,157.95,165.35,177.2,185.1,197.75,210.75,222.85,229.8,236.75,240.05,242.65,246.2,249.25,255.35,259.2,266.95,276.95,287.8,294.25,296.5,299,303.5,308.2,311.1,315.1,318.65,323.05,325,327.95,333.25,340.55,347.2,350.75,352.4,352.4,353.85,356.4,361.05,368.05,378.05,389.3,400.8,411.1,417.45,424.65,435.75,446.05,457.05,465.1,473,480.55,488.4,497.8,108,111.4,5.81377674149945,106.7,7.49888880657217,87,350,0,0,1,0,0,1,0,0
1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,5.3,5.3,5.3,5.3,6.8,6.8,6.8,10.05,15.85,18.55,23.25,25.05,25.05,26.85,29.4,32.4,34.35,38.9,41.45,44.3,45.7,49.6,57.3,58.1,58.8,61.25,62.15,64.6,70.75,75.2,75.2,78.4,85.25,92,100.05,106.45,111.75,119.1,127.85,137.45,144.15,148.6,152,154.9,154.9,154.9,154.9,156.2,158.85,163.05,169.05,176,181.6,189.7,197.55,203.95,210.15,215.3,222,229.5,236.95,244.1,248.85,260.2,273.05,278.35,283.55,286.1,286.75,287.15,287.15,288,293.65,300.25,308.85,317.5,322.7,325.1,327.8,329.9,332.4,333.75,333.75,337.65,342.15,345.95,352.85,354.7,357.1,360.8,363.6,366.45,369.85,372.65,377.45,382.85,386.35,392.6,400.95,408.95,415.8,421.65,428.55,437.65,449.95,463.95,476.8,489.25,501.9,515.55,525.4,537.65,549.3,562.4,572.15,581.7,591.45,603.9,616.7,630.65,87,106.8,12.4779806058513,104.9,9.76899858395595,75,350,0,0,1,0,0,1,0,0
1991,0.7,1.7,7.9,9.7,11.4,14.1,18,19.8,24.2,32.9,40.2,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,42.5,42.8,46.2,50.3,53.3,53.3,54.6,55,57.8,62.6,65.5,70.2,76.7,83.1,89.8,94.6,100.2,104.8,108.7,112.7,118.3,126.4,133.6,138.3,144.2,148.6,158.2,168.4,171.8,175.6,180.1,183.9,186.1,187.1,187.1,187.1,187.5,189.5,193.8,199.7,207.1,212.7,216.9,222.3,228.1,234.1,240.2,247.9,256.5,265.2,274,281.9,290.4,299,299.2,299.5,300.1,300.1,300.1,300.9,300.9,302,304.9,310.1,315.7,321.9,329.3,335.2,340.9,344.4,347.2,348.9,351.4,355,359.4,365.5,373.1,380,386.4,392.5,399.6,407,412.2,414.7,75,100.6,18.981570008827,102,13.6137185711081,94,350,0,0,1,0,0,1,0,0
1992,0,0,0,0,0.7,0.7,0.7,1.6,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,7.2,10.6,11.8,11.8,11.8,11.8,13.3,13.3,17.1,19.3,20.5,21.5,21.7,21.7,21.7,21.7,21.7,21.7,21.7,22.1,22.8,23.4,27.1,29.4,32.1,35.7,39.7,41.3,42.9,46.7,49.9,54.3,57,60.6,65.7,69.6,72.8,75.6,80.8,84.6,89.4,90.3,92.5,96.6,101.2,107.5,114.6,118.7,121.7,121.7,121.7,122.5,124.1,124.2,125.9,130.8,132.8,133.9,137.4,139.5,142.4,142.9,144.6,147.3,151.9,156.7,162.1,168.2,176.4,181.7,192.6,198.7,199.2,200.3,202.3,209.6,215.8,222.2,232.4,240,251.2,265,277,287.8,295.1,298.1,302.9,309,314.8,320.2,325.9,333,342.8,353.2,364.4,377.2,388.2,397.3,406.5,419.6,435,452.4,94,95.2,15.1888116717537,102.2,13.4643562374474,102,350,0,0,1,0,0,1,0,0
1993,0,0,0,0,0,0,0.7,4.1,5.8,6.1,15.6,23.5,26.4,32.2,34.1,34.9,35.1,35.1,35.4,38.3,43.2,47.7,54.95,62.4,65,65,65.35,68.5,72.7,73.35,73.7,73.7,73.7,73.7,73.7,73.7,73.7,73.7,73.7,73.7,73.7,73.7,73.7,73.7,73.7,73.7,73.7,73.7,73.7,73.7,73.7,73.7,73.7,73.7,73.7,73.7,73.7,73.7,73.7,73.7,73.7,73.7,73.7,73.7,73.7,73.7,73.7,73.7,75.5,78.55,82.15,86.25,90.85,97.2,104.2,112.05,120.7,126.95,132.4,141.15,149.8,155.2,158,158.2,158.2,158.2,158.2,158.2,160,167.25,175.7,176.7,178.75,180,182.5,189.55,194.75,200.6,206.6,214.65,220.55,225.4,229.85,236.4,242.1,248.8,254.95,264,273.75,284.95,297.15,310.3,323.45,334.7,346.8,357.45,372,386.15,399.25,411.05,422,432.55,442.5,451.2,457.75,462.75,469.7,480,492.1,505.5,519.65,531.15,542.95,552,561.15,571.35,102,93.2,12.9112354172635,101.6,13.3099795475258,101,350,0,0,1,0,0,1,0,0
1994,0,1.45,6.35,10.15,13.8,17.9,18.5,18.5,18.5,18.5,18.5,20.95,27.75,30.05,30.45,30.45,30.45,30.45,30.45,30.45,30.45,30.45,30.45,32.85,38.75,40.85,44.7,46.45,46.45,47.45,47.55,47.55,47.55,52.2,55.05,56.4,57.05,57.65,57.65,58.35,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,60.8,61.6,62.4,66.4,70,73.5,80.75,85.75,89.45,94.25,99,105.3,110,115.15,121.55,131.6,139.55,146.1,153,158.2,164.4,171.8,175.9,177.7,180,185.5,190.4,197,203.7,212.7,223.8,236.05,240.25,242.2,248.45,257.5,268.2,278.15,285.2,287.05,287.6,288,289.45,289.85,291.25,293.35,295.35,297.25,297.8,298.6,300.7,300.95,301.15,306.15,309.7,311.3,314.3,319.85,327.7,336.45,345.85,357.1,363.5,372.1,379.3,390.15,402.3,415.75,424.85,432.35,442.85,450.8,457.5,465.45,476.7,487.85,494.8,502.55,512.65,521.45,533.95,546.35,558.75,572.35,101,91.8,11.1669154201149,101.6,13.3099795475258,82,350,0,0,1,0,0,1,0,0
1995,0,0,0,0,0,0,0,0,0,0.25,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.75,0.75,1.7,8.25,13.3,13.9,17.8,22.75,22.75,25.7,30.05,31,31,32.75,33.2,33.85,35.05,37.9,40.65,44.55,50.8,53.95,56.45,60.7,65.4,70.85,73.55,77.9,81.9,86.7,87.6,89.7,96.8,102.95,104.2,104.2,105.65,109.5,109.5,109.5,110.95,113.95,116.8,118.35,118.35,118.35,118.35,118.55,118.95,118.95,120.1,124.65,128.4,130.65,131.1,131.8,132.95,136.25,141.9,144.3,145,145,145.2,148.25,154.55,158.35,165.15,165.15,165.15,165.15,165.15,165.15,167.25,176.15,186.1,196.7,206.55,216.4,224.7,229.7,231.3,232.75,237.25,243.15,248.3,250.3,253.6,257.35,261.7,268.9,274.4,275.85,281.8,286.9,294.05,303.35,309.1,314.45,323,332.55,342,350.75,360.45,370.15,382.3,394.1,407.95,422.25,436.1,450.7,460.65,468.05,475.5,483.95,488.15,490.65,495.8,503.25,82,90.8,11.9037809119624,98.8,14.257941257029,93,350,0,0,1,0,0,1,0,0
1996,0,0,0,0,0,0,0,1.65,1.65,1.65,2.65,4.9,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.55,7.55,7.55,7.55,7.55,7.55,8.2,8.2,8.2,8.2,8.2,8.2,8.2,9.85,12.8,14.45,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.9,17.9,17.9,17.9,17.9,17.9,18.65,20.8,24.9,27.05,30.45,34.6,40,45.15,55.15,64.65,71.55,81.35,81.95,81.95,82.65,82.65,82.65,82.65,82.65,82.65,82.65,83.45,88.7,97.6,106,112.1,119.55,126.1,131.75,132.75,136.3,139.95,145.65,154,162.05,172.25,184.75,197.95,213.5,224.05,232.95,241.65,251.05,260.7,272.5,282.7,292.1,301.95,310.6,317.8,323.6,329.65,338.9,350.05,359,362.7,365.95,371.1,377.6,383.25,389.55,396.7,93,94.4,8.01872807869178,97.5,14.1205130533168,109,350,0,0,1,0,0,1,0,0
1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.75,3.75,4.3,6.05,7.95,11.2,16.55,23.3,26.95,29.9,30.9,30.9,30.9,33.6,35.3,40.05,44.45,49.4,53.3,59.7,70.2,75.3,77.1,80.4,87.1,95.4,103,113.4,120.15,124.8,127.45,130.5,134.4,141.65,147.6,155,161.8,166.3,171.65,179.75,187.15,195.6,198.75,198.75,200.6,202.45,203.75,208.8,210.9,215.85,224.95,230.25,232,233.75,238,244.85,252.45,260.85,263.05,265.65,269.4,272,276.25,283.4,292.85,300.35,301.7,303.95,307.9,311.35,312.7,314.3,318.05,323.55,323.8,324.8,325.35,328.8,335.2,345.1,354.5,362.35,371.15,378,384.3,392.4,401.75,413.6,427.4,438.8,444.7,450,454.2,459.75,469.15,481.2,489.5,500.05,514.15,529,545.3,109,97.4,10.3101891350256,96.3,12.2931778732036,81,350,0,0,1,0,0,1,0,0
1998,0.55,5.8,11.05,16.7,20.45,23.2,29.65,34.65,37.6,39.7,41.9,42,42,43.7,43.75,45.75,45.75,46.75,49.55,49.55,49.55,49.55,49.55,49.55,49.55,49.55,49.55,49.55,49.55,49.55,49.55,49.55,49.55,49.55,49.55,49.55,49.55,49.55,49.55,49.55,51.85,55.15,59.15,63.35,67.7,73.2,77.7,79.45,82.15,85.95,89.65,95.75,100.6,102.75,106.75,111.6,116.55,120.4,124.4,125.95,127.6,133.25,145.5,150.5,154.05,161.35,165.4,165.4,165.4,165.4,165.4,165.4,167.1,171,174.95,179.2,184.4,187.1,187.55,189.1,189.2,189.2,189.2,189.2,190.2,195.7,202.85,213.8,224.65,235.95,246.35,256.4,268.1,274,280,286.6,291.55,297.05,304.55,307.45,309.9,311.15,311.15,311.95,314.35,316.95,321.35,322.5,325.45,331.4,340.55,351,362.9,372.55,383.1,395.95,402.8,408.65,414.9,423.4,431.7,439.9,448.9,454.9,460.65,468,477.3,491.2,506.2,521.65,537.85,554.95,572.75,588.5,601.95,614.9,81,93.2,12.0913192001535,93.2,11.7926530800608,90,350,0,0,1,0,0,1,0,0
1999,0,0,3.75,9.55,15.2,18.35,21.4,25.6,26.45,26.45,26.45,26.45,26.45,26.45,27.55,28.75,30.95,33,33.2,33.2,33.2,33.2,33.2,33.2,35.15,38.85,39.05,40.75,40.75,40.75,40.75,40.75,40.75,40.75,42.4,44.2,44.2,44.2,44.2,44.2,44.2,44.2,44.2,44.2,44.2,44.2,44.2,44.2,44.2,47.4,52.85,57.1,57.95,57.95,57.95,57.95,57.95,60.5,61.65,62.8,69.45,74.65,75.2,76.75,76.9,77,77,81.2,86.85,92.1,99.7,108.3,116.55,123,128.3,130.9,131.75,132.55,133.9,136.2,137.7,138.4,143.8,150,157.95,159.25,159.95,162.95,167.2,172.8,180.5,189.25,199.05,207.95,217.35,228.55,235.65,241.65,248.2,254.75,259.55,262.6,265.8,270.35,270.55,271.1,273.65,275.5,277.45,281.35,289.2,297.6,306.2,312.9,321.15,330.3,340.6,351,362,372.9,385.25,397.25,409.55,421.3,432.65,446.3,459.7,469.75,481.6,494.9,506.15,516.9,528.65,538.65,549.6,558.75,90,91,11.2915897906362,91.4,10.5955965696447,94,350,0,0,1,0,0,1,0,0
2000,0,0,0,0,2.2,2.6,2.6,4.85,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,8.75,14.6,17.65,19.8,21.45,22.55,22.55,26.35,29.6,32.9,40.3,42.95,45.45,46.45,46.45,47.65,50.8,55.6,56.9,56.9,57.95,59.9,59.9,59.9,59.9,59.9,59.9,64.55,68.1,73.6,81.45,85.7,88.3,89.1,92,92.35,92.35,92.9,95.7,100.9,111.6,117.05,124.4,128.8,132.25,138.55,139.1,139.55,143.95,147.05,150.15,153.05,157.3,164.15,171.2,178.6,186.35,190.6,193,195.5,195.5,197.25,202.4,205.4,210.5,220.05,228.5,232.45,232.45,234.6,239.25,245.05,251.45,257.9,262.95,267.55,277,283.15,288.6,294.3,299.2,305.6,314.05,327.35,342.25,353.75,360.3,369.55,383.6,396.85,409.9,417.2,427.85,440.75,454.35,467.75,481.05,495.8,509.35,523.65,537.9,553.15,569.2,586.55,599.9,612.35,627.05,642.15,94,93.4,10.1143462467922,92.1,10.5034385903961,92,350,0,0,1,0,0,1,0,0
2001,0,2.35,4.6,7.25,12.9,17.15,18.15,19,19,19,21,21,21,21,21,21,21,21,21,21,21,21.7,25.15,28.2,30.25,31.7,32.6,32.6,32.6,32.6,32.6,32.6,32.6,33.15,39.65,46.4,54.85,60.55,66.7,68.7,68.7,71.2,75.25,78.8,79.7,80.15,81.3,81.45,81.45,81.45,81.45,81.55,83.9,84.75,84.75,84.75,84.75,84.75,84.75,84.75,84.75,84.75,86.7,88.4,88.5,91.75,97,103.4,110,117.65,124.2,128.4,131.15,137.2,145.8,152.45,159.55,163.3,165.6,173.05,180.85,192.3,203.45,210.7,214,217.25,223.15,229.3,233.1,237.9,246,256.6,263.45,271.2,275.95,284.05,288.75,293.45,297.35,302.4,307.15,312.55,313.95,313.95,314.8,317.1,320.1,323.1,324.35,324.8,324.8,325.7,328.45,335.1,340.15,346.9,354.5,364.15,373.5,383.25,391.9,404.35,415.8,425.8,432,436.5,441.45,448.85,460.25,472.65,485.05,497.6,510.8,523.85,533.85,545.75,92,93.2,10.1341008481266,93.8,8.63841549256704,89,350,0,0,1,0,0,1,0,0
2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,4.7,4.7,4.8,9.2,12.5,18.4,26.1,33.8,37,39.6,42.3,46.8,51.7,56.2,61.8,68.3,71,72.4,73.3,78.6,82.4,89.4,98.3,106.7,109.3,109.3,109.3,109.3,109.3,109.9,112.4,112.4,112.4,115.2,115.5,119.7,127.6,132.1,135.7,138.6,138.6,138.6,138.6,138.6,140.3,145.7,150.9,155.4,160.3,164,171.6,180.2,183.3,188.2,194.6,202.3,210.6,220.8,231.3,241.3,247.5,249.2,249.5,249.5,249.5,249.7,252.5,258.1,260.8,266.2,273.3,282.3,292.3,300.5,307,311.6,314.8,318.6,322.3,326.1,332.4,338.1,341.9,343.1,344.1,345.8,350,356.3,360.2,364.1,369.8,377.8,388,397.1,409.4,418.5,424.3,431.9,440,449.7,456.3,461.2,464.4,467.5,470.8,474.8,483.5,492.4,504.2,516.1,526.3,535.1,546,557.5,568.9,583.8,89,89.2,4.96990945591567,93.3,8.7692645073575,77,350,0,0,1,0,0,1,0,0
2003,5.2,14.7,20.1,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,23.7,24.7,24.7,24.7,24.7,25.4,27.9,27.9,27.9,27.9,27.9,27.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,30.5,32.2,36.4,41.6,45.2,46.5,47.6,53.7,56.8,59.3,61.8,65.6,71.9,81.9,88.1,90.9,91.8,91.8,92.9,93.7,96.1,98.6,102.5,103.1,106,110.9,117.8,125.3,133.2,141.9,151.7,161.9,171.7,179.3,186.6,189.8,190.9,191.4,194.2,197.3,197.3,197.3,197.8,197.8,198.8,202.5,209.8,219.6,230.6,242.4,253.1,262.5,267,275.1,284.8,294.6,303.8,314.9,328.2,337.4,347.2,360.9,373.1,382.9,392,400.7,410,423.1,437.2,452.2,465.5,480.4,492.5,503.5,515.3,527.2,535,539.8,545.6,554.2,77,88.4,6.65582451691749,90.8,9.54288565721431,92,350,0,0,1,0,0,1,0,0
2004,0,0,0,0,0,0,0,0,2.8,5.2,10,15.1,22.1,24.7,24.7,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,33.4,37.9,40.6,42.4,45.5,50.3,55.9,56.9,56.9,56.9,56.9,56.9,56.9,56.9,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.6,57.6,57.6,57.6,57.6,57.6,57.6,59.9,63.7,68.9,76,85.3,95.2,104.3,114.4,121.6,124,125,125.4,125.4,125.4,125.4,126.1,129.5,134.9,141.3,149.7,158.4,166.2,172.6,178.6,180.7,181.3,183,184.7,186.8,189.5,193.1,196,200.5,206.7,215,222.7,230.6,234.6,239.6,252.5,265.2,274.5,282.6,289.9,299,308.9,319.1,330.2,340.4,348.6,358,367.9,377.7,382.4,386.1,391.2,396.1,399.5,406.7,416.1,424.4,430.8,439,448.8,92,88.8,6.83373982530795,89.9,8.87505868525198,92,350,0,0,1,0,0,1,0,0
2005,0,1.8,1.8,1.8,1.8,6,7.8,9.7,14.4,15.7,16.3,17.2,18.1,18.1,18.1,18.1,18.1,18.1,18.1,20.4,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,25.5,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,33.7,39.1,46.3,55.2,64.8,74.5,82.6,89.9,96.8,105.9,113.9,122.5,129.6,137,144.7,152.2,159.3,164.9,171.8,179.4,187.3,195.3,201.7,211,219.1,222.7,222.7,225,228.5,233.3,239.4,247.5,254.6,259.2,261.4,268,273.6,277.2,281.3,286.4,293.1,300.1,306.9,315.8,322.9,333.1,346.9,361.5,377.9,393.8,405,412.8,420.2,426.1,432.3,438.4,444.9,450.5,455.9,464.1,474.3,483.9,493.6,499.5,92,88.4,6.50384501660364,90.9,8.43866761468368,95,350,0,0,1,0,0,1,0,0
2006,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,1.9,1.9,1.9,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,3,7.3,8.9,11.7,12.9,14.4,15.7,15.7,15.7,15.7,15.7,15.7,15.7,15.7,15.7,15.7,16.6,16.6,16.6,16.6,16.6,16.6,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,21.2,24,28.3,29.2,29.8,32.9,41.4,52.6,63.9,68.8,73.2,79.8,89.1,96.5,103.8,109.3,114.2,114.2,114.2,115.8,121.2,123.8,123.8,124.7,125.9,129,136.4,142.6,150.5,157.2,165.1,172.1,181,192.1,203.2,214.5,225.9,236.2,245.3,254.1,261.2,264.5,267.3,274.5,285.6,298.8,313.2,325.9,337.2,347.3,355.7,360.3,366.9,376.9,388.3,399.3,410.4,423.6,436.1,95,89,7.03562363973514,91.1,8.51730265074833,111,350,0,0,1,0,0,1,0,0
2007,5.7,6,7.5,9.2,12.5,15.8,20.1,24.7,31.9,38.1,44.8,49.9,54.6,58.9,59.2,60.5,65.9,75.4,85.1,93.3,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,98.6,98.6,99.2,99.2,99.4,101.8,102.6,103.3,107.4,112.1,115,115.5,118.9,122.3,124.3,126.7,129.1,131.2,134.8,140.2,145.9,150.3,154.6,157.3,160,167.3,173,176.3,183.5,189,193.9,199,204.3,208.4,210.9,213.1,215.1,218.8,223.6,228.3,233.2,238.7,242.9,247.5,247.5,247.5,247.5,247.5,247.5,247.5,247.8,250.9,255.3,260.1,264.7,267.9,268.7,272.6,279.1,285,287.8,292.5,299.1,308.1,315,323.3,332.4,341.8,352.9,365.5,379.1,393.6,406.8,420,428.5,436,445.3,455,467,481.1,495.8,511.4,526.8,540.2,555.3,569.5,582.3,594.2,603.5,613.8,623.4,632.1,643.9,654.8,666.7,678.1,692.7,706,719.3,735.6,745,751.5,758.4,111,93.4,12.0954536913669,91.3,8.99444272870754,94,350,0,0,1,0,0,1,0,0
