"","DATE","TMAX","TMIN","PRCP","SNWD","TAVG"
"561",1902-07-15,34.5,17.5,85,NA,26
"562",1902-07-16,29.5,17.5,560,NA,23.5
"563",1902-07-17,24.5,17,53,NA,20.75
"564",1902-07-18,27,13.5,70,NA,20.25
"565",1902-07-19,21,15,0,NA,18
"566",1902-07-20,21,10,55,NA,15.5
"567",1902-07-21,17.5,11,187,NA,14.25
"568",1902-07-22,17.5,11,8,NA,14.25
"569",1902-07-23,21,10,0,NA,15.5
"570",1902-07-24,23,10,65,NA,16.5
"571",1902-07-25,23,13,1,NA,18
"572",1902-07-26,32.5,12,16,NA,22.25
"573",1902-07-27,23.2,15,10,NA,19.1
"574",1902-07-28,20,13,0,NA,16.5
"575",1902-07-29,23,9,0,NA,16
"576",1902-07-30,25,10.5,0,NA,17.75
"577",1902-07-31,26.5,11,275,NA,18.75
"578",1902-08-01,21.5,13,100,NA,17.25
"579",1902-08-02,18,14.5,93,NA,16.25
"580",1902-08-03,20.7,13,0,NA,16.85
"581",1902-08-04,23,10,27,NA,16.5
"582",1902-08-05,22.5,15,20,NA,18.75
"583",1902-08-06,27.5,15,0,NA,21.25
"584",1902-08-07,23.5,16.5,10,NA,20
"585",1902-08-08,25,15,78,NA,20
"586",1902-08-09,20.5,13.5,0,NA,17
"587",1902-08-10,19.5,11,0,NA,15.25
"588",1902-08-11,16.7,11,2,NA,13.85
"589",1902-08-12,16,6,11,NA,11
"590",1902-08-13,18,9.5,45,NA,13.75
"591",1902-08-14,20.5,11.5,3,NA,16
"592",1902-08-15,22,12,0,NA,17
"593",1902-08-16,25,10,36,NA,17.5
"594",1902-08-17,24.5,15.5,0,NA,20
"595",1902-08-18,24.5,13.5,0,NA,19
"596",1902-08-19,31,14.5,47,NA,22.75
"597",1902-08-20,22,16.5,57,NA,19.25
"598",1902-08-21,20,14,0,NA,17
"599",1902-08-22,21,9.5,0,NA,15.25
"600",1902-08-23,22.5,8.5,0,NA,15.5
"601",1902-08-24,26,12,6,NA,19
"602",1902-08-25,19.5,12.5,313,NA,16
"603",1902-08-26,16.5,11.5,25,NA,14
"604",1902-08-27,20,14,0,NA,17
"605",1902-08-28,24,12,0,NA,18
"606",1902-08-29,25,14.5,37,NA,19.75
"607",1902-08-30,23,13.5,10,NA,18.25
"608",1902-08-31,23,15,0,NA,19
"609",1902-09-01,23,16,0,NA,19.5
"610",1902-09-02,25,14.5,0,NA,19.75
"611",1902-09-03,28.5,14.5,0,NA,21.5
"612",1902-09-04,26.5,14.5,0,NA,20.5
"613",1902-09-05,22,15,70,NA,18.5
"614",1902-09-06,18,12,100,NA,15
"615",1902-09-07,19.5,10,0,NA,14.75
"616",1902-09-08,19.5,9,0,NA,14.25
"617",1902-09-09,23.5,11.5,0,NA,17.5
"618",1902-09-10,24,14.5,0,NA,19.25
"619",1902-09-11,22.5,15.5,35,NA,19
"620",1902-09-12,18.5,13.5,117,NA,16
"621",1902-09-13,15,9.5,14,NA,12.25
"622",1902-09-14,15,5,0,NA,10
"623",1902-09-15,16,6.5,0,NA,11.25
"624",1902-09-16,18,10.5,0,NA,14.25
"625",1902-09-17,17.5,11.5,5,NA,14.5
"626",1902-09-18,16,9,0,NA,12.5
"627",1902-09-19,15.5,5,0,NA,10.25
"628",1902-09-20,18.5,3.5,0,NA,11
"629",1902-09-21,18.5,8,0,NA,13.25
"630",1902-09-22,18.5,7.5,0,NA,13
"631",1902-09-23,19.5,9.5,0,NA,14.5
"632",1902-09-24,20.5,10,117,NA,15.25
"633",1902-09-25,15,14,33,NA,14.5
"634",1902-09-26,17.5,9.5,0,NA,13.5
"635",1902-09-27,16,6.5,0,NA,11.25
"636",1902-09-28,11.5,6.5,6,NA,9
"637",1902-09-29,9.9,4,0,NA,6.95
"638",1902-09-30,11,8,25,NA,9.5
"639",1902-10-01,12.5,6.5,0,NA,9.5
"640",1902-10-02,9.5,4.5,170,NA,7
"641",1902-10-03,9,4.5,0,NA,6.75
"642",1902-10-04,9.5,3.5,2,NA,6.5
"643",1902-10-05,12.5,6,90,NA,9.25
"644",1902-10-06,11,7,60,NA,9
"645",1902-10-07,12,5.5,10,NA,8.75
"646",1902-10-08,12.5,5,41,NA,8.75
"647",1902-10-09,17.5,9.5,1,NA,13.5
"648",1902-10-10,16,11.5,50,NA,13.75
"649",1902-10-11,17.5,12.5,155,NA,15
"650",1902-10-12,15.5,11,20,NA,13.25
"651",1902-10-13,14,8.5,0,NA,11.25
"652",1902-10-14,15,7,30,NA,11
"653",1902-10-15,15,8,0,NA,11.5
"654",1902-10-16,14.5,8.2,30,NA,11.35
"655",1902-10-17,11,4.5,37,NA,7.75
"656",1902-10-18,11.5,3.5,42,NA,7.5
"657",1902-10-19,12,6,5,NA,9
"658",1902-10-20,13,5,9,NA,9
"659",1902-10-21,17.5,9.5,10,NA,13.5
"660",1902-10-22,12.5,7,14,NA,9.75
"661",1902-10-23,10.5,6.5,40,NA,8.5
"662",1902-10-24,11,2,0,NA,6.5
"663",1902-10-25,6.5,0.5,0,NA,3.5
"664",1902-10-26,9.5,1.5,0,NA,5.5
"665",1902-10-27,9,2,15,NA,5.5
"666",1902-10-28,10.5,6.5,12,NA,8.5
"667",1902-10-29,8,4.5,0,NA,6.25
"668",1902-10-30,8.5,5,0,NA,6.75
"669",1902-10-31,9.5,5.5,5,NA,7.5
"670",1902-11-01,9,5,0,NA,7
"671",1902-11-02,9,2,0,NA,5.5
"672",1902-11-03,12.5,2,0,NA,7.25
"673",1902-11-04,5.5,1,0,NA,3.25
"674",1902-11-05,8,1,3,NA,4.5
"675",1902-11-06,9.5,2,0,NA,5.75
"676",1902-11-07,10,2.5,4,NA,6.25
"677",1902-11-08,12.5,6,0,NA,9.25
"678",1902-11-09,9,5,124,NA,7
"679",1902-11-10,10,4,0,NA,7
"680",1902-11-11,9.5,3,0,NA,6.25
"681",1902-11-12,9,2.5,0,NA,5.75
"682",1902-11-13,6,1,0,NA,3.5
"683",1902-11-14,3,1,0,NA,2
"684",1902-11-15,4.5,1.5,0,NA,3
"685",1902-11-16,4,1.5,0,NA,2.75
"686",1902-11-17,3,0.5,0,NA,1.75
"687",1902-11-18,1,-4.5,0,NA,-1.75
"688",1902-11-19,-2,-6,1,NA,-4
"689",1902-11-20,-2,-5.5,50,NA,-3.75
"690",1902-11-21,-2.5,-4.5,0,NA,-3.5
"691",1902-11-22,0,-10,0,NA,-5
"692",1902-11-23,2.5,-6,12,NA,-1.75
"693",1902-11-24,7.5,0.6,20,NA,4.05
"694",1902-11-25,7,2,16,NA,4.5
"695",1902-11-26,8,3.5,54,NA,5.75
"696",1902-11-27,7.5,5,1,NA,6.25
"697",1902-11-28,9.5,4,45,NA,6.75
"698",1902-11-29,9,5,1,NA,7
"699",1902-11-30,6,3,7,NA,4.5
"700",1902-12-01,8,3.5,50,NA,5.75
"701",1902-12-02,10,4.5,20,NA,7.25
"702",1902-12-03,8.2,3.5,50,NA,5.85
"703",1902-12-04,5,-9,45,NA,-2
"704",1902-12-05,-7.5,-9.5,5,NA,-8.5
"705",1902-12-06,-7.5,-11.5,5,NA,-9.5
"706",1902-12-07,-7,-11.5,98,NA,-9.25
"707",1902-12-08,-7,-11.5,0,NA,-9.25
"708",1902-12-09,-5,-12,0,NA,-8.5
"709",1902-12-10,-3,-8,0,NA,-5.5
"710",1902-12-11,-2,-10,0,NA,-6
"711",1902-12-12,-2.5,-7,0,NA,-4.75
"712",1902-12-13,-1,-7,0,NA,-4
"713",1902-12-14,1,-5,0,NA,-2
"714",1902-12-15,0.2,-8,15,NA,-3.9
"715",1902-12-16,4,-0.5,77,NA,1.75
"716",1902-12-17,10.6,0.5,0,NA,5.55
"717",1902-12-18,12.5,6.5,85,NA,9.5
"718",1902-12-19,7,0.5,94,NA,3.75
"719",1902-12-20,6,1.5,2,NA,3.75
"720",1902-12-21,6.6,5.4,170,NA,6
"721",1902-12-22,6,-1,8,NA,2.5
"722",1902-12-23,0,-4,0,NA,-2
"723",1902-12-24,2.5,-5,0,NA,-1.25
"724",1902-12-25,4,-3,0,NA,0.5
"725",1902-12-26,7.5,-0.6,0,NA,3.45
"726",1902-12-27,9,4.5,0,NA,6.75
"727",1902-12-28,7.5,4,0,NA,5.75
"728",1902-12-29,12.6,2,34,NA,7.3
"729",1902-12-30,8.5,2,4,NA,5.25
"730",1902-12-31,5,0,1,NA,2.5
"731",1903-01-01,5.5,0.5,8,NA,3
"732",1903-01-02,6.5,0.5,122,NA,3.5
"733",1903-01-03,12,3.5,10,NA,7.75
"734",1903-01-04,12,7.4,87,NA,9.7
"735",1903-01-05,14,7,0,NA,10.5
"736",1903-01-06,10,4,0,NA,7
"737",1903-01-07,8.5,0.5,0,NA,4.5
"738",1903-01-08,9.5,2,0,NA,5.75
"739",1903-01-09,11.5,4,0,NA,7.75
"740",1903-01-10,8.5,3,3,NA,5.75
"741",1903-01-11,10,2.5,73,NA,6.25
"742",1903-01-12,4,-2.5,88,NA,0.75
"743",1903-01-13,-1.5,-5,5,NA,-3.25
"744",1903-01-14,-3.5,-6,1,NA,-4.75
"745",1903-01-15,-4.5,-9.5,0,NA,-7
"746",1903-01-16,-5,-8.2,0,NA,-6.6
"747",1903-01-17,-4.5,-8.5,0,NA,-6.5
"748",1903-01-18,-2,-8.5,0,NA,-5.25
"749",1903-01-19,0,-5,0,NA,-2.5
"750",1903-01-20,0.5,-5,0,NA,-2.25
"751",1903-01-21,-2,-9.5,0,NA,-5.75
"752",1903-01-22,-1,-8.5,0,NA,-4.75
"753",1903-01-23,1,-7,14,NA,-3
"754",1903-01-24,3.5,-5,0,NA,-0.75
"755",1903-01-25,3,-3,0,NA,0
"756",1903-01-26,4.5,-2.5,0,NA,1
"757",1903-01-27,5.5,-1.5,0,NA,2
"758",1903-01-28,7.5,-2,0,NA,2.75
"759",1903-01-29,7.5,0,0,NA,3.75
"760",1903-01-30,1.5,-3,0,NA,-0.75
"761",1903-01-31,3.5,-3.4,0,NA,0.05
"762",1903-02-01,5,-1.5,38,NA,1.75
"763",1903-02-02,4,1,24,NA,2.5
"764",1903-02-03,4,-1,0,NA,1.5
"765",1903-02-04,5,-1,0,NA,2
"766",1903-02-05,5.7,-3,0,NA,1.35
"767",1903-02-06,5,-2,0,NA,1.5
"768",1903-02-07,4,-4,0,NA,0
"769",1903-02-08,9,-3,0,NA,3
"770",1903-02-09,10.5,2.5,5,NA,6.5
"771",1903-02-10,10,4,0,NA,7
"772",1903-02-11,7.5,0,0,NA,3.75
"773",1903-02-12,9.5,-1,0,NA,4.25
"774",1903-02-13,6.5,0.5,0,NA,3.5
"775",1903-02-14,5,-3,2,NA,1
"776",1903-02-15,5.5,3,60,NA,4.25
"777",1903-02-16,4.5,-0.5,0,NA,2
"778",1903-02-17,3.5,-4,0,NA,-0.25
"779",1903-02-18,5,-5.5,0,NA,-0.25
"780",1903-02-19,9,-2.5,0,NA,3.25
"781",1903-02-20,13,-1.5,0,NA,5.75
"782",1903-02-21,14.5,0.5,0,NA,7.5
"783",1903-02-22,15,7,0,NA,11
"784",1903-02-23,22,9,10,NA,15.5
"785",1903-02-24,10,2,0,NA,6
"786",1903-02-25,13,-0.5,0,NA,6.25
"787",1903-02-26,12,3,1,NA,7.5
"788",1903-02-27,17,3,1,NA,10
"789",1903-02-28,15,5,48,NA,10
"790",1903-03-01,9.5,3,5,NA,6.25
"791",1903-03-02,9.5,4,15,NA,6.75
"792",1903-03-03,10,5,12,NA,7.5
"793",1903-03-04,9,2,0,NA,5.5
"794",1903-03-05,13.8,2.5,10,NA,8.15
"795",1903-03-06,10.5,2,47,NA,6.25
"796",1903-03-07,7,-1,0,NA,3
"797",1903-03-08,4.5,-0.5,12,NA,2
"798",1903-03-09,6,0,0,NA,3
"799",1903-03-10,5.5,-0.5,0,NA,2.5
"800",1903-03-11,10,-2,0,NA,4
"801",1903-03-12,11,-1,0,NA,5
"802",1903-03-13,12,1.5,0,NA,6.75
"803",1903-03-14,13,-0.5,0,NA,6.25
"804",1903-03-15,14,0,0,NA,7
"805",1903-03-16,10,4.5,70,NA,7.25
"806",1903-03-17,9.5,5,1,NA,7.25
"807",1903-03-18,11,2,44,NA,6.5
"808",1903-03-19,10,1,0,NA,5.5
"809",1903-03-20,12.5,0,0,NA,6.25
"810",1903-03-21,16.5,0.6,0,NA,8.55
"811",1903-03-22,18,3.2,0,NA,10.6
"812",1903-03-23,21,4,0,NA,12.5
"813",1903-03-24,15.5,3.6,2,NA,9.55
"814",1903-03-25,22,6.5,0,NA,14.25
"815",1903-03-26,21,8.5,0,NA,14.75
"816",1903-03-27,22,8,0,NA,15
"817",1903-03-28,16,4,1,NA,10
"818",1903-03-29,13.5,7.5,0,NA,10.5
"819",1903-03-30,13,3.5,45,NA,8.25
"820",1903-03-31,11,3.5,42,NA,7.25
"821",1903-04-01,10.5,3.5,8,NA,7
"822",1903-04-02,8.5,4,42,NA,6.25
"823",1903-04-03,8,3.5,7,NA,5.75
"824",1903-04-04,11,4,10,NA,7.5
"825",1903-04-05,10,5.5,0,NA,7.75
"826",1903-04-06,10.5,4,0,NA,7.25
"827",1903-04-07,17,1,15,NA,9
"828",1903-04-08,14,4.5,20,NA,9.25
"829",1903-04-09,5.5,1,20,NA,3.25
"830",1903-04-10,7.5,1,0,NA,4.25
"831",1903-04-11,11.5,3.6,0,NA,7.55
"832",1903-04-12,9.5,0.5,0,NA,5
"833",1903-04-13,9.5,3.5,18,NA,6.5
"834",1903-04-14,7.5,0.5,0,NA,4
"835",1903-04-15,11.5,-1.5,30,NA,5
"836",1903-04-16,9,0,46,NA,4.5
"837",1903-04-17,5,-0.5,8,NA,2.25
"838",1903-04-18,5,-1,20,NA,2
"839",1903-04-19,6.5,-1.5,0,NA,2.5
"840",1903-04-20,9.5,-0.5,0,NA,4.5
"841",1903-04-21,13.5,0,20,NA,6.75
"842",1903-04-22,13.5,3.5,6,NA,8.5
"843",1903-04-23,9,5,28,NA,7
"844",1903-04-24,10.5,4.5,2,NA,7.5
"845",1903-04-25,10.5,2.5,1,NA,6.5
"846",1903-04-26,12,2.5,0,NA,7.25
"847",1903-04-27,13.5,4.5,10,NA,9
"848",1903-04-28,15.5,6,52,NA,10.75
"849",1903-04-29,11,7,145,NA,9
"850",1903-04-30,18,5,0,NA,11.5
"851",1903-05-01,12,7.5,86,NA,9.75
"852",1903-05-02,12,6.7,30,NA,9.35
"853",1903-05-03,20.5,7,0,NA,13.75
"854",1903-05-04,17.5,9,60,NA,13.25
"855",1903-05-05,18.5,8.5,4,NA,13.5
"856",1903-05-06,20,8,135,NA,14
"857",1903-05-07,17.5,7,0,NA,12.25
"858",1903-05-08,13,9.5,25,NA,11.25
"859",1903-05-09,18,6.5,45,NA,12.25
"860",1903-05-10,16,6,20,NA,11
"861",1903-05-11,16,6,52,NA,11
"862",1903-05-12,15,7.5,82,NA,11.25
"863",1903-05-13,16.5,6.5,0,NA,11.5
"864",1903-05-14,18,5,0,NA,11.5
"865",1903-05-15,19.5,5,0,NA,12.25
"866",1903-05-16,18.5,8.5,0,NA,13.5
"867",1903-05-17,17,7.4,15,NA,12.2
"868",1903-05-18,14,5.5,0,NA,9.75
"869",1903-05-19,13.5,4.5,0,NA,9
"870",1903-05-20,20,2,0,NA,11
"871",1903-05-21,23.5,6.5,0,NA,15
"872",1903-05-22,26,7,0,NA,16.5
"873",1903-05-23,28,10.5,0,NA,19.25
"874",1903-05-24,25.5,13.5,25,NA,19.5
"875",1903-05-25,25,9.5,0,NA,17.25
"876",1903-05-26,24,10,0,NA,17
"877",1903-05-27,22.5,9.5,0,NA,16
"878",1903-05-28,25,12.5,0,NA,18.75
"879",1903-05-29,27,11,0,NA,19
"880",1903-05-30,25.5,13.5,23,NA,19.5
"881",1903-05-31,25.5,14,0,NA,19.75
"882",1903-06-01,24,12,18,NA,18
"883",1903-06-02,21.5,13.5,0,NA,17.5
"884",1903-06-03,16.5,11,20,NA,13.75
"885",1903-06-04,15.5,9.5,0,NA,12.5
"886",1903-06-05,22.5,8,0,NA,15.25
"887",1903-06-06,22,7,0,NA,14.5
"888",1903-06-07,21,7.5,114,NA,14.25
"889",1903-06-08,16.5,8,30,NA,12.25
"890",1903-06-09,22,7.5,0,NA,14.75
"891",1903-06-10,17,12.5,0,NA,14.75
"892",1903-06-11,20,12,38,NA,16
"893",1903-06-12,16.5,12,93,NA,14.25
"894",1903-06-13,14.5,10.5,297,NA,12.5
"895",1903-06-14,13,9,68,NA,11
"896",1903-06-15,15.5,8,1,NA,11.75
"897",1903-06-16,18,9.5,0,NA,13.75
"898",1903-06-17,18.5,9,0,NA,13.75
"899",1903-06-18,23.5,8,0,NA,15.75
"900",1903-06-19,21,13,78,NA,17
"901",1903-06-20,21.5,10,106,NA,15.75
"902",1903-06-21,17.2,11,72,NA,14.1
"903",1903-06-22,14,9.4,3,NA,11.7
"904",1903-06-23,20,8.5,0,NA,14.25
"905",1903-06-24,18.5,8.5,4,NA,13.5
"906",1903-06-25,25,10.5,0,NA,17.75
"907",1903-06-26,25.5,11,0,NA,18.25
"908",1903-06-27,27,11.5,0,NA,19.25
"909",1903-06-28,29,11.5,0,NA,20.25
"910",1903-06-29,31.5,14,10,NA,22.75
"911",1903-06-30,24,16,30,NA,20
"912",1903-07-01,24,14,0,NA,19
"913",1903-07-02,28.5,11.5,0,NA,20
"914",1903-07-03,29.5,16,0,NA,22.75
"915",1903-07-04,25,17.7,0,NA,21.35
"916",1903-07-05,26.5,14,95,NA,20.25
"917",1903-07-06,22,16,7,NA,19
"918",1903-07-07,17,10.5,5,NA,13.75
"919",1903-07-08,14,9.5,44,NA,11.75
"920",1903-07-09,21,9,0,NA,15
"921",1903-07-10,21.5,9.6,0,NA,15.55
"922",1903-07-11,26,10,0,NA,18
"923",1903-07-12,29,12.5,0,NA,20.75
"924",1903-07-13,26.5,15,0,NA,20.75
"925",1903-07-14,23.5,13,0,NA,18.25
"926",1903-07-15,27,11,0,NA,19
"927",1903-07-16,29.5,13.5,15,NA,21.5
"928",1903-07-17,22.5,17.5,60,NA,20
"929",1903-07-18,22.5,16.5,160,NA,19.5
"930",1903-07-19,22.5,14,40,NA,18.25
"931",1903-07-20,21,14.5,7,NA,17.75
"932",1903-07-21,21.5,12,0,NA,16.75
"933",1903-07-22,24,11.5,0,NA,17.75
"934",1903-07-23,26.5,12.5,159,NA,19.5
"935",1903-07-24,19.5,12.5,13,NA,16
"936",1903-07-25,22,9,0,NA,15.5
"937",1903-07-26,23,10,22,NA,16.5
"938",1903-07-27,22.5,13.4,4,NA,17.95
"939",1903-07-28,18,12,12,NA,15
"940",1903-07-29,23,14,41,NA,18.5
"941",1903-07-30,20.5,11.5,6,NA,16
"942",1903-07-31,17,10.5,1,NA,13.75
"943",1903-08-01,20,12,0,NA,16
"944",1903-08-02,24.6,14,0,NA,19.3
"945",1903-08-03,23,15,0,NA,19
"946",1903-08-04,23.5,15,0,NA,19.25
"947",1903-08-05,25,13,0,NA,19
"948",1903-08-06,22.5,15.5,0,NA,19
"949",1903-08-07,23.5,10.5,0,NA,17
"950",1903-08-08,28,9.5,0,NA,18.75
"951",1903-08-09,29,16.5,55,NA,22.75
"952",1903-08-10,22,16,4,NA,19
"953",1903-08-11,24,10.5,0,NA,17.25
"954",1903-08-12,27,13.5,140,NA,20.25
"955",1903-08-13,24,16,0,NA,20
"956",1903-08-14,27.5,14.5,47,NA,21
"957",1903-08-15,22.6,12.5,97,NA,17.55
"958",1903-08-16,18.5,12.5,10,NA,15.5
"959",1903-08-17,17,11,21,NA,14
"960",1903-08-18,21,13.5,131,NA,17.25
"961",1903-08-19,18,10.5,148,NA,14.25
"962",1903-08-20,20,10,0,NA,15
"963",1903-08-21,26,11.5,0,NA,18.75
"964",1903-08-22,25,14.5,2,NA,19.75
"965",1903-08-23,25,14,50,NA,19.5
"966",1903-08-24,22.5,11.5,0,NA,17
"967",1903-08-25,21,13,2,NA,17
"968",1903-08-26,19,10.5,0,NA,14.75
"969",1903-08-27,21.5,8,0,NA,14.75
"970",1903-08-28,24.5,10.5,0,NA,17.5
"971",1903-08-29,26,12.5,0,NA,19.25
"972",1903-08-30,21,14,0,NA,17.5
"973",1903-08-31,25.5,10,0,NA,17.75
"974",1903-09-01,27.5,12.5,0,NA,20
"975",1903-09-02,29,15.5,0,NA,22.25
"976",1903-09-03,28.5,16.7,0,NA,22.6
"977",1903-09-04,28,15,0,NA,21.5
"978",1903-09-05,30,15,0,NA,22.5
"979",1903-09-06,28.5,15.5,0,NA,22
"980",1903-09-07,24,15,1,NA,19.5
"981",1903-09-08,19,14,0,NA,16.5
"982",1903-09-09,24.5,15,21,NA,19.75
"983",1903-09-10,19,10,0,NA,14.5
"984",1903-09-11,16.5,6.5,31,NA,11.5
"985",1903-09-12,14.5,8.5,8,NA,11.5
"986",1903-09-13,12,9,235,NA,10.5
"987",1903-09-14,10,7,100,NA,8.5
"988",1903-09-15,10,7,22,NA,8.5
"989",1903-09-16,12,6.5,1,NA,9.25
"990",1903-09-17,13,7,8,NA,10
"991",1903-09-18,12.5,8,0,NA,10.25
"992",1903-09-19,15.5,4.5,0,NA,10
"993",1903-09-20,18,6.5,0,NA,12.25
"994",1903-09-21,18,6.5,0,NA,12.25
"995",1903-09-22,18.5,8,0,NA,13.25
"996",1903-09-23,21,11.5,0,NA,16.25
"997",1903-09-24,21,11,0,NA,16
"998",1903-09-25,21,11,0,NA,16
"999",1903-09-26,21.5,11,0,NA,16.25
"1000",1903-09-27,21,11.5,0,NA,16.25
"1001",1903-09-28,20.5,11.5,6,NA,16
"1002",1903-09-29,22.5,11.5,0,NA,17
"1003",1903-09-30,23,11.5,0,NA,17.25
"1004",1903-10-01,23,11.5,22,NA,17.25
"1005",1903-10-02,18.2,11,6,NA,14.6
"1006",1903-10-03,17,9.7,10,NA,13.35
"1007",1903-10-04,20.5,12.5,3,NA,16.5
"1008",1903-10-05,21,13.5,0,NA,17.25
"1009",1903-10-06,23,14.5,0,NA,18.75
"1010",1903-10-07,24,10.5,0,NA,17.25
"1011",1903-10-08,24,10.7,5,NA,17.35
"1012",1903-10-09,16.5,11,1,NA,13.75
"1013",1903-10-10,12,6,30,NA,9
"1014",1903-10-11,13.5,2.5,30,NA,8
"1015",1903-10-12,12.5,8.5,168,NA,10.5
"1016",1903-10-13,16.5,11,9,NA,13.75
"1017",1903-10-14,17.5,9.5,0,NA,13.5
"1018",1903-10-15,15,8.5,40,NA,11.75
"1019",1903-10-16,14,8,60,NA,11
"1020",1903-10-17,12,6,8,NA,9
"1021",1903-10-18,10,7,0,NA,8.5
"1022",1903-10-19,11,4,0,NA,7.5
"1023",1903-10-20,10.5,0,0,NA,5.25
"1024",1903-10-21,14,2.5,81,NA,8.25
"1025",1903-10-22,12.5,7.5,6,NA,10
"1026",1903-10-23,13.5,7,44,NA,10.25
"1027",1903-10-24,10.6,5,1,NA,7.8
"1028",1903-10-25,12,2.5,0,NA,7.25
"1029",1903-10-26,13.5,4,0,NA,8.75
"1030",1903-10-27,15.5,7,0,NA,11.25
"1031",1903-10-28,12.5,5.5,0,NA,9
"1032",1903-10-29,12,7,70,NA,9.5
"1033",1903-10-30,10,6.5,145,NA,8.25
"1034",1903-10-31,10.2,6,3,NA,8.1
"1035",1903-11-01,12,6,5,NA,9
"1036",1903-11-02,10,6.5,0,NA,8.25
"1037",1903-11-03,10,7.5,0,NA,8.75
"1038",1903-11-04,9,6.5,0,NA,7.75
"1039",1903-11-05,9.5,7,0,NA,8.25
"1040",1903-11-06,9,0.5,0,NA,4.75
"1041",1903-11-07,8,-0.5,0,NA,3.75
"1042",1903-11-08,8,0,0,NA,4
"1043",1903-11-09,10,0.5,2,NA,5.25
"1044",1903-11-10,10,2,6,NA,6
"1045",1903-11-11,9,6,10,NA,7.5
"1046",1903-11-12,9.5,3.5,8,NA,6.5
"1047",1903-11-13,10,3,9,NA,6.5
"1048",1903-11-14,9.5,3.5,15,NA,6.5
"1049",1903-11-15,10,3,65,NA,6.5
"1050",1903-11-16,8,5,36,NA,6.5
"1051",1903-11-17,6,2,13,NA,4
"1052",1903-11-18,3.5,-0.5,16,NA,1.5
"1053",1903-11-19,2.5,0,40,NA,1.25
"1054",1903-11-20,3.8,0,27,NA,1.9
"1055",1903-11-21,9,0.5,28,NA,4.75
"1056",1903-11-22,9.2,3,1,NA,6.1
"1057",1903-11-23,11,6.5,0,NA,8.75
"1058",1903-11-24,9.5,4.5,30,NA,7
"1059",1903-11-25,8,3.5,98,NA,5.75
"1060",1903-11-26,6,1.5,50,NA,3.75
"1061",1903-11-27,5,1.5,15,NA,3.25
"1062",1903-11-28,9,2.5,20,NA,5.75
"1063",1903-11-29,6.5,1.5,24,NA,4
"1064",1903-11-30,4,0.4,2,NA,2.2
"1065",1903-12-01,1.6,0,1,NA,0.8
"1066",1903-12-02,1.5,-1,2,NA,0.25
"1067",1903-12-03,1.5,-1,0,NA,0.25
"1068",1903-12-04,0.5,-4,0,NA,-1.75
"1069",1903-12-05,3.5,-2,135,NA,0.75
"1070",1903-12-06,4.5,1,0,NA,2.75
"1071",1903-12-07,3.5,-0.5,40,NA,1.5
"1072",1903-12-08,7.6,-0.5,0,NA,3.55
"1073",1903-12-09,7.5,1,10,NA,4.25
"1074",1903-12-10,6.5,4,110,NA,5.25
"1075",1903-12-11,7.5,4,95,NA,5.75
"1076",1903-12-12,6,3,0,NA,4.5
"1077",1903-12-13,6,0.5,0,NA,3.25
"1078",1903-12-14,4.5,0.5,20,NA,2.5
"1079",1903-12-15,6,0,0,NA,3
"1080",1903-12-16,3,-0.4,0,NA,1.3
"1081",1903-12-17,2.5,-0.5,0,NA,1
"1082",1903-12-18,1,-1,0,NA,0
"1083",1903-12-19,1.5,-1,0,NA,0.25
"1084",1903-12-20,2,-1,0,NA,0.5
"1085",1903-12-21,2,-1.5,0,NA,0.25
"1086",1903-12-22,1,-1.5,0,NA,-0.25
"1087",1903-12-23,0,-1.5,0,NA,-0.75
"1088",1903-12-24,1.5,-2.2,0,NA,-0.35
"1089",1903-12-25,0,-4,0,NA,-2
"1090",1903-12-26,0,-1.5,0,NA,-0.75
"1091",1903-12-27,0,-1.6,0,NA,-0.8
"1092",1903-12-28,0.6,-1.2,0,NA,-0.3
"1093",1903-12-29,0.5,-7.5,0,NA,-3.5
"1094",1903-12-30,-5.5,-8,0,NA,-6.75
"1095",1903-12-31,-2,-7.5,0,NA,-4.75
"1096",1904-01-01,0.3,-8.5,0,NA,-4.1
"1097",1904-01-02,0.5,-4.5,0,NA,-2
"1098",1904-01-03,0,-8,0,NA,-4
"1099",1904-01-04,0,-5,0,NA,-2.5
"1100",1904-01-05,0.2,-4.4,0,NA,-2.1
"1101",1904-01-06,-1,-3.3,0,NA,-2.15
"1102",1904-01-07,-1.5,-5,0,NA,-3.25
"1103",1904-01-08,3,-6,10,NA,-1.5
"1104",1904-01-09,8.5,0.5,0,NA,4.5
"1105",1904-01-10,5,-0.5,0,NA,2.25
"1106",1904-01-11,4.2,-1,0,NA,1.6
"1107",1904-01-12,5,-2,3,NA,1.5
"1108",1904-01-13,12,2.5,0,NA,7.25
"1109",1904-01-14,13,4,100,NA,8.5
"1110",1904-01-15,7,0.5,42,NA,3.75
"1111",1904-01-16,5,0,50,NA,2.5
"1112",1904-01-17,1.5,-2,10,NA,-0.25
"1113",1904-01-18,1,-3.5,22,NA,-1.25
"1114",1904-01-19,-0.5,-5,5,NA,-2.75
"1115",1904-01-20,-0.5,-5,2,NA,-2.75
"1116",1904-01-21,-0.5,-2.5,0,NA,-1.5
"1117",1904-01-22,0,-2,0,NA,-1
"1118",1904-01-23,0,-2,0,NA,-1
"1119",1904-01-24,-0.2,-4,0,NA,-2.1
