"Year","CUMSUM_GDD_DAY_1","CUMSUM_GDD_DAY_2","CUMSUM_GDD_DAY_3","CUMSUM_GDD_DAY_4","CUMSUM_GDD_DAY_5","CUMSUM_GDD_DAY_6","CUMSUM_GDD_DAY_7","CUMSUM_GDD_DAY_8","CUMSUM_GDD_DAY_9","CUMSUM_GDD_DAY_10","CUMSUM_GDD_DAY_11","CUMSUM_GDD_DAY_12","CUMSUM_GDD_DAY_13","CUMSUM_GDD_DAY_14","CUMSUM_GDD_DAY_15","CUMSUM_GDD_DAY_16","CUMSUM_GDD_DAY_17","CUMSUM_GDD_DAY_18","CUMSUM_GDD_DAY_19","CUMSUM_GDD_DAY_20","CUMSUM_GDD_DAY_21","CUMSUM_GDD_DAY_22","CUMSUM_GDD_DAY_23","CUMSUM_GDD_DAY_24","CUMSUM_GDD_DAY_25","CUMSUM_GDD_DAY_26","CUMSUM_GDD_DAY_27","CUMSUM_GDD_DAY_28","CUMSUM_GDD_DAY_29","CUMSUM_GDD_DAY_30","CUMSUM_GDD_DAY_31","CUMSUM_GDD_DAY_32","CUMSUM_GDD_DAY_33","CUMSUM_GDD_DAY_34","CUMSUM_GDD_DAY_35","CUMSUM_GDD_DAY_36","CUMSUM_GDD_DAY_37","CUMSUM_GDD_DAY_38","CUMSUM_GDD_DAY_39","CUMSUM_GDD_DAY_40","CUMSUM_GDD_DAY_41","CUMSUM_GDD_DAY_42","CUMSUM_GDD_DAY_43","CUMSUM_GDD_DAY_44","CUMSUM_GDD_DAY_45","CUMSUM_GDD_DAY_46","CUMSUM_GDD_DAY_47","CUMSUM_GDD_DAY_48","CUMSUM_GDD_DAY_49","CUMSUM_GDD_DAY_50","CUMSUM_GDD_DAY_51","CUMSUM_GDD_DAY_52","CUMSUM_GDD_DAY_53","CUMSUM_GDD_DAY_54","CUMSUM_GDD_DAY_55","CUMSUM_GDD_DAY_56","CUMSUM_GDD_DAY_57","CUMSUM_GDD_DAY_58","CUMSUM_GDD_DAY_59","CUMSUM_GDD_DAY_60","CUMSUM_GDD_DAY_61","CUMSUM_GDD_DAY_62","CUMSUM_GDD_DAY_63","CUMSUM_GDD_DAY_64","CUMSUM_GDD_DAY_65","CUMSUM_GDD_DAY_66","CUMSUM_GDD_DAY_67","CUMSUM_GDD_DAY_68","CUMSUM_GDD_DAY_69","CUMSUM_GDD_DAY_70","CUMSUM_GDD_DAY_71","CUMSUM_GDD_DAY_72","CUMSUM_GDD_DAY_73","CUMSUM_GDD_DAY_74","CUMSUM_GDD_DAY_75","CUMSUM_GDD_DAY_76","CUMSUM_GDD_DAY_77","CUMSUM_GDD_DAY_78","CUMSUM_GDD_DAY_79","CUMSUM_GDD_DAY_80","CUMSUM_GDD_DAY_81","CUMSUM_GDD_DAY_82","CUMSUM_GDD_DAY_83","CUMSUM_GDD_DAY_84","CUMSUM_GDD_DAY_85","CUMSUM_GDD_DAY_86","CUMSUM_GDD_DAY_87","CUMSUM_GDD_DAY_88","CUMSUM_GDD_DAY_89","CUMSUM_GDD_DAY_90","CUMSUM_GDD_DAY_91","CUMSUM_GDD_DAY_92","CUMSUM_GDD_DAY_93","CUMSUM_GDD_DAY_94","CUMSUM_GDD_DAY_95","CUMSUM_GDD_DAY_96","CUMSUM_GDD_DAY_97","CUMSUM_GDD_DAY_98","CUMSUM_GDD_DAY_99","CUMSUM_GDD_DAY_100","CUMSUM_GDD_DAY_101","CUMSUM_GDD_DAY_102","CUMSUM_GDD_DAY_103","CUMSUM_GDD_DAY_104","CUMSUM_GDD_DAY_105","CUMSUM_GDD_DAY_106","CUMSUM_GDD_DAY_107","CUMSUM_GDD_DAY_108","CUMSUM_GDD_DAY_109","CUMSUM_GDD_DAY_110","CUMSUM_GDD_DAY_111","CUMSUM_GDD_DAY_112","CUMSUM_GDD_DAY_113","CUMSUM_GDD_DAY_114","CUMSUM_GDD_DAY_115","CUMSUM_GDD_DAY_116","CUMSUM_GDD_DAY_117","CUMSUM_GDD_DAY_118","CUMSUM_GDD_DAY_119","CUMSUM_GDD_DAY_120","CUMSUM_GDD_DAY_121","CUMSUM_GDD_DAY_122","CUMSUM_GDD_DAY_123","CUMSUM_GDD_DAY_124","CUMSUM_GDD_DAY_125","CUMSUM_GDD_DAY_126","CUMSUM_GDD_DAY_127","CUMSUM_GDD_DAY_128","CUMSUM_GDD_DAY_129","CUMSUM_GDD_DAY_130","CUMSUM_GDD_DAY_131","CUMSUM_GDD_DAY_132","CUMSUM_GDD_DAY_133","CUMSUM_GDD_DAY_134","CUMSUM_GDD_DAY_135","CUMSUM_GDD_DAY_136","Chilling_Hours","Utah_Model","Chill_Portions","GDH","last_year_bloom_doy","avg_last_5","sd_last_5","avg_last_10","sd_last_10","ACC_TMAX_Fall","ACC_TMAX_Spring","ACC_TMAX_Winter","ACC_TMIN_Fall","ACC_TMIN_Spring","ACC_TMIN_Winter","ACC_TAVG_Fall","ACC_TAVG_Spring","ACC_TAVG_Winter","ACC_PRCP_Fall","ACC_PRCP_Spring","ACC_PRCP_Winter","AVG_TMAX_Fall","AVG_TMAX_Spring","AVG_TMAX_Winter","AVG_TMIN_Fall","AVG_TMIN_Spring","AVG_TMIN_Winter","AVG_TAVG_Fall","AVG_TAVG_Spring","AVG_TAVG_Winter","AVG_PRCP_Fall","AVG_PRCP_Spring","AVG_PRCP_Winter","bloom_doy"
1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.75,2.5,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,6.7,9.5,11.55,11.55,11.55,12.35,12.35,12.35,12.35,12.35,12.35,12.35,12.35,12.35,12.35,12.65,13.05,14.75,19.2,25.45,32.55,37.95,42.35,48.75,54.6,57.8,60.65,63,67.7,73.65,74.35,74.35,77,83.15,87.9,88.7,88.7,88.7,88.7,88.7,88.85,88.85,90,93.5,96.15,100.15,101.5,101.5,102.2,104.9,110.35,115.9,119.4,124.55,132.55,140.8,149.3,160.4,175.75,187.8,200.7,215.4,230.95,239,246.55,252.15,258.25,266.1,273.65,279.55,287.6,298.9,309.55,317.75,820,752.5,43.841709184785,1075.49974934946,97,110,8.42614977317636,105.4,8.12677331075775,1341.8,1270.3,310.4,543.5,375.6,-154.8,942.65,822.95,77.8,1426,1960,985,14.7450549450549,13.8076086956522,3.44888888888889,5.97252747252747,4.08260869565217,-1.72,10.3587912087912,8.94510869565217,0.864444444444444,15.6703296703297,21.304347826087,10.9444444444444,119
1974,0,0,0,0,0,1.15,2.05,4.35,5.75,6,10.15,13.3,13.3,16.15,21.6,30.85,32.05,33.6,36.75,38.2,39.35,39.35,42.15,42.15,42.15,42.15,43.5,43.5,43.95,43.95,43.95,47.65,51,51,51.7,54.1,56.4,56.4,56.8,60.65,67.85,73.3,78.5,80.85,82.4,82.4,85.95,86.35,86.35,86.35,86.35,86.35,86.35,86.35,86.35,86.35,86.35,86.35,86.35,86.35,86.45,86.45,86.45,86.45,86.45,86.45,86.45,86.75,89.55,93.55,97.2,101.45,105.3,106.2,108.8,116,128.15,131.7,140,149.05,157.65,166.15,173.55,179.85,185.25,193.2,201.7,210.6,217.2,225.3,232.7,241.05,250.8,259.15,265.4,272.3,279.2,286.7,294.35,303.25,312.8,322.85,332.05,337.75,340.6,343.45,343.75,344.7,346.8,350.15,354.3,358.55,363,366.1,368.05,370.95,372.65,378.7,385,388.9,393.75,398.95,403.75,410.05,415.3,419.15,421.5,424.3,432.15,440,446.85,455.85,467.9,478.2,486.25,496.15,984,1120.5,46.7121528433511,1703.16830162957,119,105.8,11.3004424692133,103.9,9.12201244852862,1134.5,1398,719.7,504.3,465,208,819.4,931.5,463.85,2684,1378,1282,12.467032967033,15.195652173913,7.99666666666667,5.54175824175824,5.05434782608696,2.31111111111111,9.0043956043956,10.125,5.15388888888889,29.4945054945055,14.9782608695652,14.2444444444444,92
1975,0,0,0,0,0,0,0.55,3.1,3.1,3.1,3.1,3.1,4.25,4.25,4.5,4.75,9.8,13.6,14.75,17.15,17.75,18,19.8,23.95,28.4,30.5,30.75,34.15,36.4,41.2,44.8,44.9,44.9,46,46,46,46,46.1,46.1,46.1,46.1,46.75,50.15,53.2,54.2,54.2,54.2,54.2,55.8,56.2,56.2,56.2,56.2,56.25,56.25,56.25,56.25,56.6,59.4,61.75,67.2,73.25,78.05,82.5,85.25,89.25,95.65,98.1,99.6,100.4,102.6,104.75,106.8,109.25,110.2,110.2,110.2,110.2,110.2,110.2,110.4,110.4,110.4,110.4,112.15,114.4,114.4,114.4,114.4,114.4,114.4,114.4,116.1,116.1,117.65,117.65,117.8,120.4,120.4,120.4,120.4,123.25,129.6,138.45,147.6,153.15,159.6,170.45,182.5,190.4,199.05,207.95,218.05,227.85,236.3,241.6,249.2,258.95,270.6,277.45,284.15,292.15,297.8,299.9,304.45,310.6,321.5,329.65,338.5,347.55,355.8,364.7,372.1,380.6,391.75,404.7,810,696.5,37.9667383473948,986.152216680765,92,104.6,10.5023806824929,104.5,9.18029290261361,1315,1227.3,534.2,623,451.9,-15.7,969,839.6,259.25,2282,1708,923,14.4505494505495,13.3402173913043,5.93555555555556,6.84615384615385,4.91195652173913,-0.174444444444444,10.6483516483516,9.12608695652174,2.88055555555556,25.0769230769231,18.5652173913043,10.2555555555556,108
1976,0,2.7,5.75,5.75,5.75,8,11.05,11.05,11.05,11.05,14.55,18.2,20.95,21.85,23.2,23.2,23.35,23.35,23.35,23.65,24.9,27.4,29.55,29.55,29.55,29.55,29.55,29.55,29.55,29.55,29.55,29.55,29.55,29.55,29.55,29.55,29.55,29.55,29.55,29.55,31,32.2,32.2,32.45,32.45,32.45,32.45,32.45,33.4,34.4,36.4,36.85,37.55,39.6,41.4,45.4,49.85,53,57.65,62.9,68.7,69.9,71.05,71.05,71.05,71.05,71.05,71.05,71.05,71.05,71.05,71.05,72.95,75.1,77.2,80,84.65,86.7,91.45,91.45,91.45,91.45,92.85,92.85,93.35,98.9,104.85,108.95,116,121.75,129.55,139.55,150.05,160.55,168.45,178.55,187.6,191.85,193.45,193.8,195.5,198.55,201.2,205.65,210.55,217.65,225.5,233.5,243.5,253.2,263.15,272.6,278.3,278.3,278.3,278.3,278.8,285.2,286.9,288,290.3,294.65,301.55,308.6,318.4,329.7,342.7,357.3,373.8,388.7,402.15,412.95,423.45,430.95,438.75,447.8,841,781.5,38.7964393431949,871.113443119108,108,103.6,10.4546640309481,104.9,8.94986033410578,1323.6,1399.3,448.1,645.9,361.2,-60.2,984.75,880.25,193.95,1560,1216,1314,14.5450549450549,15.2097826086957,4.92417582417582,7.0978021978022,3.92608695652174,-0.661538461538462,10.8214285714286,9.5679347826087,2.13131868131868,17.1428571428571,13.2173913043478,14.4395604395604,102
1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,6.6,9.85,10.85,10.85,10.85,10.85,10.85,10.85,10.85,13.6,20.05,24.25,30.9,37.1,40.25,45,49.75,51.4,53.75,53.75,55.25,55.25,56.55,61.2,67.8,75.25,79.7,82.4,87.45,93.2,97.05,99,99,99,99,99.75,107.1,117.05,124.6,129.3,135.95,144.05,154.5,162.95,169.45,173.75,177.85,183.25,188.25,197.75,205.55,210.55,214.35,218,221.95,227.85,236.1,243.2,250.85,259.25,266,266.65,266.65,266.65,266.65,269.5,274.05,280.15,282.5,285.5,288.75,290.85,290.85,290.85,290.85,290.85,291.05,293.6,295.95,297.1,299.45,305.1,310.4,312,316.35,320.3,331.3,343.25,348.95,354.7,366.3,374,383.1,386.3,389.4,393,401.85,410.55,421.15,426.05,431.4,436.3,438.5,443.95,448.3,458.05,468.85,476.55,484.2,492.1,499.9,844,774.5,41.1202268114729,2112.81464007069,102,100.2,14.9398795175865,103.5,11.5590272562665,1369.6,1339.1,563.7,608.4,492.8,81.5,989,915.95,322.6,1413,2062,2477,15.0505494505495,14.5554347826087,6.26333333333333,6.68571428571429,5.35652173913043,0.905555555555556,10.8681318681319,9.95597826086957,3.58444444444444,15.5274725274725,22.4130434782609,27.5222222222222,80
1978,0.2,0.2,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,2.7,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,4,6.25,8.25,14.05,16.9,20.8,25.85,29.15,33.75,39.75,41.55,42.35,42.65,42.65,43.55,49.25,52.85,58.5,63.85,67.35,69.85,73.05,75.65,75.65,75.65,75.65,79.65,79.65,80.25,82.85,83,84.8,85.75,88,97.7,106.65,114.05,119.25,125,130.85,136,141.5,145.3,147.9,149.7,152.4,156.85,161.95,162,162,163.2,165.9,167.65,167.65,167.85,170.15,174.85,180.2,186.55,191.35,198.45,205.45,213.9,222.75,228.35,236.05,245.15,254.75,260.75,266.25,273.9,285.35,297.7,305.9,311.15,316.1,321.4,329.35,333.1,336.45,341.7,347.45,353.3,361.25,704,798.5,39.1789506888329,1197.76291991133,80,98,12,104,11.6428327977153,1228.6,1228,408.9,501,468.9,-10.3,864.8,848.45,199.3,831,2238,1867,13.5010989010989,13.3478260869565,4.54333333333333,5.50549450549451,5.09673913043478,-0.114444444444444,9.5032967032967,9.22228260869565,2.21444444444444,9.13186813186813,24.3260869565217,20.7444444444444,108
1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05,2.05,3.15,5.3,5.3,6.4,7.9,7.9,7.9,7.9,11.4,15.35,19.45,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,23.55,28.5,30.9,34.65,38.6,40.05,41.25,43,46,53,61.1,66.35,70.65,71.8,72.55,75.4,76.3,78.6,81.3,83.7,86.3,88.7,93.85,102.25,106.7,110.1,110.5,111.7,111.8,113.55,118,120.75,123,123,123,123.4,126.05,133.2,142.85,149.2,156.95,164.45,173,182.05,190.45,193.05,193.6,194.6,197.55,201.75,207.45,215.2,220.4,224.8,229.1,231.35,234.45,238.2,242.85,246.4,248.6,250.05,250.85,251.35,253.65,257.4,263.1,271.65,281.45,287.5,298.6,308.1,319.55,332.15,346.95,975,918.5,42.6799296954307,1593.70311022539,108,100.6,11.7813411800185,103.2,11.2229922728101,1282.4,1267.9,406.7,658.5,471.4,-67.9,970.45,869.65,169.4,1792,1652,2059,14.0923076923077,13.7815217391304,4.51888888888889,7.23626373626374,5.12391304347826,-0.754444444444444,10.6642857142857,9.45271739130435,1.88222222222222,19.6923076923077,17.9565217391304,22.8777777777778,105
1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,4.1,4.55,4.55,4.55,4.55,4.55,5.65,10.5,11.35,12.65,15.45,20.75,26.3,30.8,32.85,35.95,39.55,41.35,43.85,46.1,46.1,47.25,47.25,48.6,50.45,50.45,50.45,50.75,50.8,51.6,53.1,54.65,56.5,56.5,56.5,56.5,56.5,56.5,56.5,56.5,56.5,56.8,58.95,61.3,61.5,63.2,65.5,67.2,67.2,68.85,70.2,70.2,71.6,74,78.15,82,82,83.15,87.25,88.5,92.6,96.95,102.35,109.55,119.1,127.25,131.8,137,144.7,148.9,150.35,151.3,151.35,151.35,152.9,153.8,154.95,156.2,159.35,165.3,171.8,180.2,187.75,197.8,208.6,217.75,224.8,226.2,226.8,227.4,229.2,232.25,233.95,238.1,242.05,246.7,252.45,259.45,267.15,274.55,280.05,285.05,288.8,295.7,304.55,311.95,315.9,322.65,331.55,342.8,354.1,362.1,369.1,709,607,38.1836068527583,798.716703875902,105,99.8,11.2782977438973,102.2,10.5809052332754,1251.4,1195.5,440.8,548.2,414.8,-66.9,899.8,805.15,186.95,1527,1530,1339,13.7516483516484,12.9945652173913,4.84395604395604,6.02417582417582,4.50869565217391,-0.735164835164835,9.88791208791209,8.75163043478261,2.0543956043956,16.7802197802198,16.6304347826087,14.7142857142857,104
1981,0,0,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.7,3.7,3.9,6.75,9.1,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,11.3,14.95,14.95,14.95,15,15.6,22.2,28.65,37.5,46.9,58.15,64.85,69.95,73.6,75.2,77.05,77.05,77.05,78.05,81.9,88.65,94.7,102.55,113.9,127.75,135.9,142.1,150.55,160.95,167.5,174.25,181.9,190.35,200.25,209.15,212.55,218.65,228.25,239.25,249.05,260.05,272.25,285.45,297.9,309.55,320.1,330.05,334.8,336.6,336.6,339.1,342.45,345.3,347.85,351.35,358.15,361.15,362.5,364.05,365.95,372.55,378.25,381.15,384.25,387.1,390.6,397.2,406.55,416.85,429.85,441.35,448.6,455.95,464.3,473.65,483.65,494.65,867,730,40.6103094225048,1491.07128619802,104,97.8,11.6704755687161,100.7,10.8837289361485,1291,1440.6,327.8,600.2,588.3,-179.3,945.6,1014.45,74.25,2691,2521,2459,14.1868131868132,15.6586956521739,3.64222222222222,6.5956043956044,6.3945652173913,-1.99222222222222,10.3912087912088,11.0266304347826,0.825,29.5714285714286,27.4021739130435,27.3222222222222,92
1982,1.4,3.1,5.55,10.15,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,19.15,20.9,20.9,20.9,20.9,20.9,21.85,21.85,24.1,24.95,28.1,30.75,34.5,37.15,38.5,39.25,39.25,39.25,39.25,39.25,39.25,39.25,39.25,39.25,39.25,39.25,39.25,39.25,39.25,39.25,44,46.15,51.25,55.8,56.9,56.9,56.9,57.45,60,62.75,64.3,66.15,66.3,66.3,69.2,72.5,72.95,73.4,74.5,75.95,77.75,78.65,79.75,83.1,85.8,90.3,96.2,102.85,108.95,108.95,108.95,112.35,116.5,122.6,129.9,138.85,148.75,156.95,162.6,164.4,165.55,169.35,170.5,170.95,171.8,175.6,180.4,186,190.85,196.05,199.9,204.75,210.7,216.3,219.3,224.25,228.5,233.75,240.15,244.3,246.2,250.2,256.9,265.6,272.4,275.75,279.95,284.65,290.5,295.8,300.1,306.7,315.8,325.95,337.55,350.35,364.4,1031,1048,42.7853662763538,1613.82684514032,92,103.4,6.61815684310972,101.8,11.0232078412371,1402.5,1371.1,454.1,725.3,395.1,-22.9,1063.9,883.1,215.6,1826,1689,2454,15.4120879120879,14.9032608695652,5.04555555555556,7.97032967032967,4.2945652173913,-0.254444444444444,11.6912087912088,9.59891304347826,2.39555555555556,20.0659340659341,18.3586956521739,27.2666666666667,108
1983,0,0,1.9,8,14.6,19.3,20.5,20.5,20.5,21.1,21.1,21.1,21.1,21.1,22.55,25.8,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,28.45,33.55,39.35,44.75,46.85,47.3,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,53.45,56.3,58.4,58.4,58.4,58.4,59.45,59.55,60.3,63.3,66.8,72.95,79.25,84.55,88.75,94.05,100.6,104.15,106.5,111.35,116.3,122.4,129.35,135.35,137.4,141.05,148.2,148.2,148.2,148.2,150.6,150.6,151.9,155.75,160.55,162.9,163.2,165.05,166.45,169.5,173.9,183.1,192.8,203.3,211.25,212.7,213.15,214.85,218.7,225.25,235.6,247.25,254.75,262.2,273,282.4,290.7,298.3,305.8,313.25,321.3,330.5,339.05,348.2,355.3,363,369.85,378.2,387.05,398.3,408.25,416.1,424.45,430.3,437.1,444.9,451.15,461,471.85,483.45,705,662.5,39.0958031348601,1298.37145317202,108,102,6.12372435695795,100,9.2255683353987,1316.7,1285.5,464,533.4,503.3,-50.9,925.05,894.4,206.55,1440,3405,1252,14.4692307692308,13.9728260869565,5.15555555555556,5.86153846153846,5.47065217391304,-0.565555555555556,10.1653846153846,9.72173913043478,2.295,15.8241758241758,37.0108695652174,13.9111111111111,101
1984,0,0,0.0999999999999996,0.0999999999999996,0.0999999999999996,0.0999999999999996,0.0999999999999996,0.0999999999999996,0.0999999999999996,0.0999999999999996,0.0999999999999996,0.0999999999999996,1.1,5.55,5.55,7.5,9.75,9.75,9.75,9.75,9.75,9.75,10.1,10.1,10.1,10.1,10.1,10.9,10.9,11.25,12.45,12.7,13.65,16.5,18.7,22,23.85,25.5,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,26.05,26.05,26.05,26.05,26.05,26.05,26.05,26.05,26.05,26.05,26.05,26.05,26.05,26.05,26.05,26.05,26.05,26.05,26.05,26.05,26.15,26.85,28,29.7,30.75,31.5,32.95,35.25,37.5,40.35,43.8,46.05,49.9,55.3,62.7,64.7,65.85,68.2,71.6,71.6,71.6,71.6,71.6,72.15,75.45,78.25,80.05,81.85,82.7,84.8,89.6,97.1,106.55,110.55,113.05,115.65,119.8,126.85,136.35,147.85,160.8,171.45,182.55,191.65,199.85,204.2,208.05,213.6,219.3,227.65,235.15,242,250.25,261.15,266.95,269.2,273.55,277.1,282.9,286.7,289.7,294.65,302.15,1039,916,39.8831015632107,1606.66687238155,101,103,7.07106781186548,101.8,9.24722180501317,1348.8,1170.9,440.7,661.1,295.9,-33.5,1004.95,733.4,203.6,2172,1512,1831,14.821978021978,12.7271739130435,4.84285714285714,7.26483516483516,3.21630434782609,-0.368131868131868,11.0434065934066,7.97173913043478,2.23736263736264,23.8681318681319,16.4347826086957,20.1208791208791,110
1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,1.75,7.35,13.4,14.85,14.85,15.05,18.3,19.7,21.5,24.35,24.35,24.35,24.35,24.35,24.35,24.35,24.35,24.35,24.35,24.35,24.35,24.35,24.35,24.35,26,26.2,28.55,30.5,32.35,35.6,36.1,37.4,38.8,39.55,41.9,43.4,45.3,45.85,45.85,45.85,45.85,45.85,46.75,46.75,46.75,46.75,46.75,46.75,46.75,46.75,50.6,53.45,55.55,60.85,68.55,70.4,70.4,71.3,76.15,82.75,92.1,101.1,111.2,123.55,131.2,138.25,147.05,152.5,158.65,164,168.6,170.5,173.35,176.4,179.9,183.4,190.6,197.25,203.8,213.35,225,236.05,243.95,246.7,251.05,251.1,253.1,253.35,254.4,259.35,267.85,272.05,274.35,276.3,284.5,291.65,299.45,305.25,310,317.25,324.5,333.95,343.45,353.45,364.45,375.45,748,674.5,37.6060994605515,1085.07394315355,110,103.4,7.19722168617863,101.6,9.11896680307345,1312.5,1273.8,297.2,479.3,461.8,-332.1,895.9,867.8,-17.45,935,2223,1253,14.4230769230769,13.845652173913,3.30222222222222,5.26703296703297,5.0195652173913,-3.69,9.84505494505495,9.43260869565217,-0.193888888888889,10.2747252747253,24.1630434782609,13.9222222222222,106
1986,0,0.4,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,5.45,5.45,7.2,10.8,10.9,10.9,10.9,10.9,14.85,14.85,14.85,15.3,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,21.3,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.45,27,31.8,36.2,38.55,41.8,41.8,42.6,46.4,52.45,54.5,56,60.85,66,70.2,72.4,78.65,83.15,89.6,91.85,93.65,93.65,93.65,97.55,104.1,109.9,109.9,109.9,109.9,109.9,112.2,117.35,124.7,129.5,132.45,134.4,136.9,146.2,148.5,152.3,156.85,165.1,175.25,180.9,185.5,191.5,198.35,207.55,219.45,232.25,243.6,256.1,269.1,277.45,285.5,294.15,303.85,315.6,329.2,343.5,354.2,363.05,371.9,854,956,45.8115911678037,1536.45107845038,106,109.2,7.39594483484024,103.5,10.9974744575491,1421.5,1243.5,278.1,610.6,450.7,-225.6,1016.05,847.1,26.25,1411,3060,2076,15.6208791208791,13.5163043478261,3.09,6.70989010989011,4.89891304347826,-2.50666666666667,11.1653846153846,9.20760869565217,0.291666666666667,15.5054945054945,33.2608695652174,23.0666666666667,121
1987,6.15,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,10.2,11.3,16.2,18.3,18.8,21.6,21.95,22.95,22.95,22.95,22.95,22.95,22.95,22.95,22.95,22.95,22.95,22.95,22.95,22.95,25.6,31.45,37.6,42.75,42.75,42.75,42.75,42.75,42.75,42.75,42.75,42.75,42.75,42.75,42.75,42.75,42.75,42.75,42.75,44.15,44.15,44.15,44.15,44.95,46.8,53.15,59.7,64.1,70.55,75,76,76,76,76,77.6,81.95,86.65,91.75,98.25,107.2,115.25,121.3,124.85,129.15,132.3,134.65,137.45,142,148.3,156.95,168.5,180.6,189.3,192.4,199.05,208.5,219.6,229.4,239.6,250.7,263.15,276.6,289.4,301.85,314.65,319,319,321.55,325.3,330.65,337,347.6,357.85,366.4,373.3,377.35,381.75,387.2,391.6,930,943,42.5872812160462,1637.88432091712,121,110,7.44983221287567,106.7,7.49888880657217,1441.8,1218.5,277.5,763.9,336.9,-179.3,1102.85,777.7,49.1,2421,2238,1086,15.843956043956,13.2445652173913,3.08333333333333,8.39450549450549,3.66195652173913,-1.99222222222222,12.1192307692308,8.45326086956522,0.545555555555556,26.6043956043956,24.3260869565217,12.0666666666667,112
